row,title,author,publisher,year,language,source,file
126,Wacana Pemikiran Reformis (Jilid 1),Ahmad Farouk Musa,Islamic Renaissance Front Berhad,2017,"[""Malay""]",placeholder,covers/2017_Wacana_Pemikiran_Reformis_(Jilid_1)_PLACEHOLDER.jpg
127,Ulama Yang Bukan Pewaris Nabi,Wan Ji Wan Hussin,Ilham Books,2017,"[""Malay""]",placeholder,covers/2017_Ulama_Yang_Bukan_Pewaris_Nabi_PLACEHOLDER.jpg
128,"Aku___, Maka Aku Ada!",Faisal Tehrani,Dubook Press Sdn Bhd,2017,"[""Malay""]",placeholder,"covers/2017_Aku_,_Maka_Aku_Ada!_PLACEHOLDER.jpg"
129,Perjalanan Yang Cemerlang 1930 -1980,Pkm,Pejabat Pembebasan Malaya,2017,"[""Malay"", ""Chinese""]",placeholder,covers/2017_Perjalanan_Yang_Cemerlang_1930_-1980_PLACEHOLDER.jpg
130,Guo Nan Nv No.2,,,2017,"[""Chinese""]",placeholder,covers/2017_Guo_Nan_Nv_No.2_PLACEHOLDER.jpg
131,Intense Pleasure,Lora Leigh,St. Martin's Paperbacks,2017,"[""English""]",open_library,covers/2017_Intense_Pleasure.jpg
132,It's All About Muhammad: A Biography Of The World's Most Notorious Prophet,F.W Burleigh,Zenga Books,2017,"[""English""]",placeholder,covers/2017_It's_All_About_Muhammad_A_Biography_Of_The_World's_Most_Notorious_Prophet_PLACEHOLDER.jpg
133,Agama Masa Depan: Perspektif Filasafat Perennial,Komaruddin Hidayat Dan Muhammad Wahyuni Nafis,Penerbit Paramadina,2017,"[""Indonesian""]",placeholder,covers/2017_Agama_Masa_Depan_Perspektif_Filasafat_Perennial_PLACEHOLDER.jpg
134,Amalan Mustajab & Murah Rezeki,Nurhafidz Abdullah,Pustaka Azhar,2017,"[""Malay""]",placeholder,covers/2017_Amalan_Mustajab_&_Murah_Rezeki_PLACEHOLDER.jpg
135,Warisan Ilmu Tok Kenali - Hampir Tidak Kesampaian Berakhir Tiada Kesudahan,Mohd Yusof Che Wook,Penyuluh Qalbu Enterprise,2017,"[""Malay""]",placeholder,covers/2017_Warisan_Ilmu_Tok_Kenali_-_Hampir_Tidak_Kesampaian_Berakhir_Tiada_Kesudahan_PLACEHOLDER.jpg
136,Warisan Ilmu Tok Kenali - Dimanakan Ku Cari Ganti,Mohd Yusof Che Wook,Penyuluh Qalbu Enterprise,2017,"[""Malay""]",placeholder,covers/2017_Warisan_Ilmu_Tok_Kenali_-_Dimanakan_Ku_Cari_Ganti_PLACEHOLDER.jpg
137,Warisan Ilmu Tok Kenali - Jangan Sampai Terlihat Adanya Diri,Mohd Yusof Che Wook,Penyuluh Qalbu Enterprise,2017,"[""Malay""]",placeholder,covers/2017_Warisan_Ilmu_Tok_Kenali_-_Jangan_Sampai_Terlihat_Adanya_Diri_PLACEHOLDER.jpg
138,Warisan Ilmu Tok Kenali - Pencarian Ilmu Dipenghujung Rasa,Mohd Yusof Che Wook,Penyuluh Qalbu Enterprise,2017,"[""Malay""]",placeholder,covers/2017_Warisan_Ilmu_Tok_Kenali_-_Pencarian_Ilmu_Dipenghujung_Rasa_PLACEHOLDER.jpg
139,100 Keajaiban Dunia,Muhammad Miqdad,Penerbitan Seribu Dinar Sdn Bhd,2017,"[""Malay""]",placeholder,covers/2017_100_Keajaiban_Dunia_PLACEHOLDER.jpg
140,Anti Thesis,Amir Hamzah Akal Ali (Benz Ali),Dubook Press Sdn Bhd,2017,"[""Malay""]",placeholder,covers/2017_Anti_Thesis_PLACEHOLDER.jpg
141,Senjata & Pendinding Mukmin,Idrus H. Alkaf,Darul Nu'man,2017,"[""Malay""]",placeholder,covers/2017_Senjata_&_Pendinding_Mukmin_PLACEHOLDER.jpg
142,Asma Ul Husna: Rahsia & Amalan 99 Nama Allah,Syahrin Jasah,Darul Nu'man,2017,"[""Malay""]",placeholder,covers/2017_Asma_Ul_Husna_Rahsia_&_Amalan_99_Nama_Allah_PLACEHOLDER.jpg
143,Rahsia & Kelebihan Kayu Kokka: Jenis Kayu Bahtera Nabi Nuh As - Tongkat Nabi Musa As,Fathur Rahman,Darul Nu'man,2017,"[""Malay""]",placeholder,covers/2017_Rahsia_&_Kelebihan_Kayu_Kokka_Jenis_Kayu_Bahtera_Nabi_Nuh_As_-_Tongkat_Nabi_Musa_As_PLACEHOLDER.jpg
144,25 Kisah Mukjizat Rasulullah,Nurul Asmayani,Al-Madinah,2017,"[""Malay""]",placeholder,covers/2017_25_Kisah_Mukjizat_Rasulullah_PLACEHOLDER.jpg
145,Meneladani Rasulullah & Cerita Lain,Dewi Mulyani,Al-Madinah,2017,"[""Malay""]",placeholder,covers/2017_Meneladani_Rasulullah_&_Cerita_Lain_PLACEHOLDER.jpg
146,Qun Jiao Wang Shi,,,2017,"[""Chinese""]",placeholder,covers/2017_Qun_Jiao_Wang_Shi_PLACEHOLDER.jpg
147,36F Da Bo Mei De You Huo,,,2017,"[""Chinese""]",placeholder,covers/2017_36F_Da_Bo_Mei_De_You_Huo_PLACEHOLDER.jpg
148,Loaded (Issue 242 June 2014),,Simian Publishing Ltd,2017,"[""English""]",placeholder,covers/2017_Loaded_(Issue_242_June_2014)_PLACEHOLDER.jpg
149,Ajaran Makrifat Syekh Siti Jenar,Abu Fajar Al-Qalami,"Pustaka Media, Surabaya",2016,"[""Indonesian""]",placeholder,covers/2016_Ajaran_Makrifat_Syekh_Siti_Jenar_PLACEHOLDER.jpg
150,Israk Mikraj : Tinjauan Saintifik Di Sebalik Kontroversi,Armansyah / Yusammir Yusuf,Pts Islamika Sdn. Bhd.,2016,"[""Malay""]",placeholder,covers/2016_Israk_Mikraj_Tinjauan_Saintifik_Di_Sebalik_Kontroversi_PLACEHOLDER.jpg
151,Grey (Fifty Shades Of Grey As Told By Christians),E L James,Vintage Books,2016,"[""English""]",placeholder,covers/2016_Grey_(Fifty_Shades_Of_Grey_As_Told_By_Christians)_PLACEHOLDER.jpg
152,"Sex, Pork, And Persecution : How One Young Man's Fight Against Conformity Led To Imprisonment And Vilification",Alvin Tan,Tan Jye Yee,2016,"[""English""]",placeholder,"covers/2016_Sex,_Pork,_And_Persecution_How_One_Young_Man's_Fight_Against_Conformity_Led_To_Imprisonment_And_Vili_PLACEHOLDER.jpg"
153,Orang Ngomong Anjing Gong Gong,Mutalib Uthman,Dubook Press Sdn. Bhd.,2016,"[""Malay""]",placeholder,covers/2016_Orang_Ngomong_Anjing_Gong_Gong_PLACEHOLDER.jpg
154,Rasulullah Saw.: Sejak Hijrah Hingga Wafat,Dr. Ali Syariati/Dr. Afif Muhammad,Pustaka Hidayah,2016,"[""Indonesian""]",placeholder,covers/2016_Rasulullah_Saw._Sejak_Hijrah_Hingga_Wafat_PLACEHOLDER.jpg
155,Tafsir Ayat-Ayat Kematian,Muhammad Husain Al-Hasani Al-Husaini Ath-Thabathabai(Alamah Thabathabai) / Irwan Kurniawan,Pustaka Hidayah,2016,"[""Indonesian""]",placeholder,covers/2016_Tafsir_Ayat-Ayat_Kematian_PLACEHOLDER.jpg
156,Sinema Spiritual: Dramaturgi Dan Kritikan,Faisal Tehrani,Unit Buku Harakah,2016,"[""Malay""]",placeholder,covers/2016_Sinema_Spiritual_Dramaturgi_Dan_Kritikan_PLACEHOLDER.jpg
157,Malaysia And The Club Of Doom: The Collapse Of The Islamic Countries,Syed Akbar Ali,Syed Akbar Ali,2016,"[""English""]",placeholder,covers/2016_Malaysia_And_The_Club_Of_Doom_The_Collapse_Of_The_Islamic_Countries_PLACEHOLDER.jpg
158,The Koran : A Very Short Introduction,Micheal Cook,"Oxford University Press Inc.,",2016,"[""English""]",placeholder,covers/2016_The_Koran_A_Very_Short_Introduction_PLACEHOLDER.jpg
159,Pergolakan Pemikiran Islam: Catatan Harian Ahmad Wahib,Ahmad Wahib,"Middle-Eastern Graduates Centre Sdn. Bhd. (Megc),",2016,"[""Indonesian""]",placeholder,covers/2016_Pergolakan_Pemikiran_Islam_Catatan_Harian_Ahmad_Wahib_PLACEHOLDER.jpg
160,Torture In Malaysia Prisons: Who You Didn't Know And Need To Know To Act,Varatharajoo Murugan,,2016,"[""English""]",placeholder,covers/2016_Torture_In_Malaysia_Prisons_Who_You_Didn't_Know_And_Need_To_Know_To_Act_PLACEHOLDER.jpg
161,Islam And Homosexuality Volume 1,Samar Habib,Praeger ( An Imprint Of Abc-Cleo),2016,"[""English""]",placeholder,covers/2016_Islam_And_Homosexuality_Volume_1_PLACEHOLDER.jpg
162,Isu Semasa Dalam Risalah: Kahwin Campur Antara Muslim Dengan Non Muslim,,Middle-Eastern Graduates Centre Sdn. Bhd,2016,"[""Malay""]",placeholder,covers/2016_Isu_Semasa_Dalam_Risalah_Kahwin_Campur_Antara_Muslim_Dengan_Non_Muslim_PLACEHOLDER.jpg
163,Sexual Intimacy For Women: A Guide For Same-Sex Couples,Dr. Glenda Corwin,Seal Press,2016,"[""English""]",placeholder,covers/2016_Sexual_Intimacy_For_Women_A_Guide_For_Same-Sex_Couples_PLACEHOLDER.jpg
164,The Whole Lesbian Sex Book A Passionate Guide For All Of Us,Felice Newman,Cleis Press Inc.,2016,"[""English""]",placeholder,covers/2016_The_Whole_Lesbian_Sex_Book_A_Passionate_Guide_For_All_Of_Us_PLACEHOLDER.jpg
165,Lesbian Sex Positions: 100 Passionate Positions From Intimate And Sensual To Wild And Naughty,Shanna Katz,Amorata Press,2016,"[""English""]",placeholder,covers/2016_Lesbian_Sex_Positions_100_Passionate_Positions_From_Intimate_And_Sensual_To_Wild_And_Naughty_PLACEHOLDER.jpg
166,Kissing Cousins? Christians And Muslims Face To Face,Bill A. Musk,Monarch Books,2016,"[""English""]",placeholder,covers/2016_Kissing_Cousins_Christians_And_Muslims_Face_To_Face_PLACEHOLDER.jpg
167,A Treasury Of Asian Literature,John D. Yohannan,"Meridian (Penguin Group), Penguin Books Usa Inc",2016,"[""English""]",open_library_isbn,covers/2016_A_Treasury_Of_Asian_Literature.jpg
168,What Went Wrong? The Clash Between Islam And Modernity In The Middle East,Bernard Lewis,Harper Perennial,2016,"[""English""]",placeholder,covers/2016_What_Went_Wrong_The_Clash_Between_Islam_And_Modernity_In_The_Middle_East_PLACEHOLDER.jpg
169,Nomad: From Islam To America A Personal Journey Through The Clash Of Civilizations,Ayaan Hirsi Ali,"Free Press A Division Of Simon & Schuster, Inc",2016,"[""English""]",placeholder,covers/2016_Nomad_From_Islam_To_America_A_Personal_Journey_Through_The_Clash_Of_Civilizations_PLACEHOLDER.jpg
170,Perimbon Wanita Dan Tafsir Mimpi (Lengkap),Ny. Ninik Happianti,Sandro Jaya Jakarta,2016,"[""Indonesian""]",placeholder,covers/2016_Perimbon_Wanita_Dan_Tafsir_Mimpi_(Lengkap)_PLACEHOLDER.jpg
171,Sejarah Syekh Abdul Wahab Tuan Guru Babussalam,H. Ahmad Fuad Said,Pustaka Rokam Medan,2016,"[""Indonesian""]",placeholder,covers/2016_Sejarah_Syekh_Abdul_Wahab_Tuan_Guru_Babussalam_PLACEHOLDER.jpg
172,Kitab Berlian Syahadat,Kh Syeh Muhammad Yusuf Mr,Pusat Kuliah Ma`Rifatullah Penguruan Tinggi Ilmu Rohiniyah Al-Firdaus,2016,"[""Indonesian""]",placeholder,covers/2016_Kitab_Berlian_Syahadat_PLACEHOLDER.jpg
173,Ibnu Taimiyah: Rekam Jejak Sang Pembaharu,Sha`Ib Abdul Hamid,Penerbit Citra,2016,"[""Indonesian""]",placeholder,covers/2016_Ibnu_Taimiyah_Rekam_Jejak_Sang_Pembaharu_PLACEHOLDER.jpg
174,Mencontoh Para Wali,M.Z. Hasan Amruhi,Penerbit Al-Huda,2016,"[""Indonesian""]",placeholder,covers/2016_Mencontoh_Para_Wali_PLACEHOLDER.jpg
175,Syi'ar Manifestasi Tuhan Dalam Wanita,,Penerbit Al-Huda,2016,"[""Indonesian""]",placeholder,covers/2016_Syi'ar_Manifestasi_Tuhan_Dalam_Wanita_PLACEHOLDER.jpg
176,1000 Hikmat,Ali Zulkafar,Percetakan Almuarif Sdn. Bhd,2016,"[""Malay""]",placeholder,covers/2016_1000_Hikmat_PLACEHOLDER.jpg
177,Sabda Rasulullah S.A.W; Mahdi Aku Ada Dua Tanda,Mohd Zain Bin Hassan,,2016,"[""Malay""]",placeholder,covers/2016_Sabda_Rasulullah_S.A.W;_Mahdi_Aku_Ada_Dua_Tanda_PLACEHOLDER.jpg
178,Misteri Alam Arwah: Persiapan Menjelang Ajal Dan Kisah-Kisah Mayat,Abu Sulaiman Ad Darani,Jasmin Enterprise,2016,"[""Malay""]",placeholder,covers/2016_Misteri_Alam_Arwah_Persiapan_Menjelang_Ajal_Dan_Kisah-Kisah_Mayat_PLACEHOLDER.jpg
179,Senjata Mukmin,Abu Mazaya Al Hafiz,Al-Hidayah Publication,2016,"[""Malay""]",placeholder,covers/2016_Senjata_Mukmin_PLACEHOLDER.jpg
180,Mereka Adalah Teroris (Sebuah Tinjauan Syari`At),Al Ustadz Luqman Bin Muhammad Ba`Aduh,Pustaka Qaulan Sadida,2016,"[""Indonesian""]",placeholder,covers/2016_Mereka_Adalah_Teroris_(Sebuah_Tinjauan_Syari`At)_PLACEHOLDER.jpg
181,Nabiyyurahmah Minzoril Qurani Ahlil Bayt,Muhammaduriyy Sahri,"Darul Hadith Littiba`Ati Wan Nasri, Qom, Iran",2016,"[""Arabic""]",placeholder,covers/2016_Nabiyyurahmah_Minzoril_Qurani_Ahlil_Bayt_PLACEHOLDER.jpg
182,"Hidup Bagaikan Sungai Mengalir Kisah 16 Orang Wanita Dalam Gerakan Anti Jepun, Anti Penjajah Dan Kemerdekaan Di Malaysia - Singapura (1938 - 1989)",Agnes Khoo / Inderajaya ( Anas ),Strategic Information And Research Development Center (Sird),2016,"[""Malay""]",placeholder,"covers/2016_Hidup_Bagaikan_Sungai_Mengalir_Kisah_16_Orang_Wanita_Dalam_Gerakan_Anti_Jepun,_Anti_Penjajah_Dan_Kem_PLACEHOLDER.jpg"
183,Fifty Shades Of Bliss: The Guide To Spicing Up Your Sex Life,Lexie Sutton,Summersdale Publishers Ltd,2016,"[""English""]",placeholder,covers/2016_Fifty_Shades_Of_Bliss_The_Guide_To_Spicing_Up_Your_Sex_Life_PLACEHOLDER.jpg
184,Only Two Can Play,Tim Brown,Dragon's World Ltd,2016,"[""English""]",placeholder,covers/2016_Only_Two_Can_Play_PLACEHOLDER.jpg
185,The Loving Touch,Consultant Dr Andrew Stanway,Book Club Associates By Arrangement With Macdonald & Co (Publishers) Ltd London & Sydney,2016,"[""English""]",placeholder,covers/2016_The_Loving_Touch_PLACEHOLDER.jpg
186,Revenge Of The Sarong Party Girl,Jim Aitchison & Theseus Chan,Angsana Books (Imprint Of Flame Of The Forest Publishing Pte Ltd),2016,"[""English""]",placeholder,covers/2016_Revenge_Of_The_Sarong_Party_Girl_PLACEHOLDER.jpg
187,Kamasutra & Kecerdasan Seks Modern,Ki Guno Asmoro,"Smile-Books, Perum Sidorejo Bumi Indah (Sbi)",2016,"[""Indonesian""]",placeholder,covers/2016_Kamasutra_&_Kecerdasan_Seks_Modern_PLACEHOLDER.jpg
188,Pelacur Kelas Pertama,Melati Rahim,Orange Dove Sdn. Bhd,2016,"[""Malay""]",placeholder,covers/2016_Pelacur_Kelas_Pertama_PLACEHOLDER.jpg
189,Nikmatnya Melayari Bahtara Malam Pertama,Mazlan B. Yahya,Best Seller Publication,2016,"[""Malay""]",placeholder,covers/2016_Nikmatnya_Melayari_Bahtara_Malam_Pertama_PLACEHOLDER.jpg
190,Nazi Goreng,Marco Ferrarese,Dubook Press Sdn. Bhd.,2016,"[""Malay""]",placeholder,covers/2016_Nazi_Goreng_PLACEHOLDER.jpg
191,The Gospel Of Ali Penghargaan Islam Ata Yesus,Mehdi Montazer Qaem ( Mahdi Muntazhir Qaim) / Satrio Pinandito,Penerbit Citra,2016,"[""Indonesian""]",placeholder,covers/2016_The_Gospel_Of_Ali_Penghargaan_Islam_Ata_Yesus_PLACEHOLDER.jpg
192,"Tafsir Al-'Usyr Al-Akhir Dari Al-Quran Al-Karim Jus (28,29,30) Disertai Hukum-Hukum Penting Bagi Seorang Muslim",,,2016,"[""Indonesian""]",placeholder,"covers/2016_Tafsir_Al-'Usyr_Al-Akhir_Dari_Al-Quran_Al-Karim_Jus_(28,29,30)_Disertai_Hukum-Hukum_Penting_Bagi_Seo_PLACEHOLDER.jpg"
193,Bila Anak-Anak Bertanya Tentang Allah Dan Alam Ghaib Inilah 48 Jawapannya...,Muhammad Muhyidin,Rijal Media,2016,"[""Malay""]",placeholder,covers/2016_Bila_Anak-Anak_Bertanya_Tentang_Allah_Dan_Alam_Ghaib_Inilah_48_Jawapannya_PLACEHOLDER.jpg
194,"Maxim (Vol 18, No 9 November 2014) (Usa Edition)",,Maxim Inc,2016,"[""English""]",placeholder,"covers/2016_Maxim_(Vol_18,_No_9_November_2014)_(Usa_Edition)_PLACEHOLDER.jpg"
195,Pop Psychedelic,Melissa Lin,Last Gasp,2016,"[""English""]",placeholder,covers/2016_Pop_Psychedelic_PLACEHOLDER.jpg
196,Black Men Special Edition,,Enoble Media Group Inc,2016,"[""English""]",placeholder,covers/2016_Black_Men_Special_Edition_PLACEHOLDER.jpg
197,Al-Fatihin: Surat Kabar Bagi Muhajirin Berbahasa Melayu Di Daulah Islamiyyah,,,2016,"[""Malay""]",placeholder,covers/2016_Al-Fatihin_Surat_Kabar_Bagi_Muhajirin_Berbahasa_Melayu_Di_Daulah_Islamiyyah_PLACEHOLDER.jpg
198,Fifty Shades Of Grey,E L James,Vintage Books,2015,"[""English""]",open_library,covers/2015_Fifty_Shades_Of_Grey.jpg
199,Fifty Shades Darker,E L James,Vintage Books,2015,"[""English""]",open_library,covers/2015_Fifty_Shades_Darker.jpg
200,Fifty Shades Freed,E L James,Vintage Books,2015,"[""English""]",open_library,covers/2015_Fifty_Shades_Freed.jpg
201,In The Path Of God Islam And Political Power,Daniel Pipes,Transaction Publishers,2015,"[""English""]",placeholder,covers/2015_In_The_Path_Of_God_Islam_And_Political_Power_PLACEHOLDER.jpg
202,English Translation Of The Meanings Of The Holy Quran,"The Message International- Usa, Saheeh International Uk, Dar Al Mountada-Saudi Arabia, Al-Qummah-Eygpt",The Massage International,2015,"[""English""]",placeholder,covers/2015_English_Translation_Of_The_Meanings_Of_The_Holy_Quran_PLACEHOLDER.jpg
203,Pagar Hikmah Himpunan Amalan Tok Janggut,Haji Abdul Razak Bin Kasman (Tok Janggut),Pustaka Muda,2015,"[""Malay""]",placeholder,covers/2015_Pagar_Hikmah_Himpunan_Amalan_Tok_Janggut_PLACEHOLDER.jpg
204,Dunia Hikmat,Ali Zulfakar,Pustaka Muda,2015,"[""Malay""]",placeholder,covers/2015_Dunia_Hikmat_PLACEHOLDER.jpg
205,Islam: Politik Dan Spiritual,Hafidz Abdurrahman,Penerbit Lisan Ul-Haq,2015,"[""Malay""]",placeholder,covers/2015_Islam_Politik_Dan_Spiritual_PLACEHOLDER.jpg
206,Amalan Hikmat & Rahsia Dari Al-Quran,Ustaz Kurdi Ismail Hj. Za,Darul Nu'man,2015,"[""Malay""]",placeholder,covers/2015_Amalan_Hikmat_&_Rahsia_Dari_Al-Quran_PLACEHOLDER.jpg
207,Rahsia & Khasiat Huruf-Huruf Hijaiyah (Siri Perubatan Islam),Abu Al Baqir Ad-Dusuki ( Ustaz Mohd Fadil Bin Ariffin),Al Baqir Enterprise,2015,"[""Malay""]",placeholder,covers/2015_Rahsia_&_Khasiat_Huruf-Huruf_Hijaiyah_(Siri_Perubatan_Islam)_PLACEHOLDER.jpg
208,The Golden Laws: History Through The Eyes Of The Eternal Buddha,"Ryuho Okawa/ Lantern Books A Division Of Booklight Inc. Lantern Books A Division Of 128 Second Place Brooklyn, Ny 11231",Lantern Books,2015,"[""English""]",placeholder,covers/2015_The_Golden_Laws_History_Through_The_Eyes_Of_The_Eternal_Buddha_PLACEHOLDER.jpg
209,Muhammad: A Story Of God's Messengger And The Revelation That Change The World,Deepak Chopra,"Harpercollins Publishers,",2015,"[""English""]",placeholder,covers/2015_Muhammad_A_Story_Of_God's_Messengger_And_The_Revelation_That_Change_The_World_PLACEHOLDER.jpg
210,55 Dongeng Teladan Untuk Anak Muslim,Mb. Rahimsyah. Ar,Penerbit Putra Jaya Surabaya,2015,"[""Indonesian""]",placeholder,covers/2015_55_Dongeng_Teladan_Untuk_Anak_Muslim_PLACEHOLDER.jpg
211,Sakit Apakah Ubatnya? Penelitian Daripada Al-Quran Dan Hadis,Wan Md Jamal Bin Hj. Wan Md Saman,Wjsb Resources,2015,"[""Malay""]",placeholder,covers/2015_Sakit_Apakah_Ubatnya_Penelitian_Daripada_Al-Quran_Dan_Hadis_PLACEHOLDER.jpg
212,Misteri Aneh Dan Ganjil 2 Membongkar Kewujudan Makhluk Halus,Abu Talhah Iqamuddin,Pustaka Al-Ehsan,2015,"[""Malay""]",placeholder,covers/2015_Misteri_Aneh_Dan_Ganjil_2_Membongkar_Kewujudan_Makhluk_Halus_PLACEHOLDER.jpg
213,Misteri Aneh Dan Ganjil Bukti Keagungan Allah,Abu Talhah Iqamuddin,Pustaka Al Ehsan,2015,"[""Malay""]",placeholder,covers/2015_Misteri_Aneh_Dan_Ganjil_Bukti_Keagungan_Allah_PLACEHOLDER.jpg
214,To Love Ru Darkness,Saki Hasemi / Kentaro Yabuki,Tongli Publishing Co.,2015,"[""Chinese""]",placeholder,covers/2015_To_Love_Ru_Darkness_PLACEHOLDER.jpg
215,"Doa Jausyan Shaghir (Doa Yastasir Doa Simat, Doa Masylul, Doa Adilah, Ziarah Jami Al Kabir)",Tim Zahra,Zahra Publishing House,2015,"[""Indonesian""]",placeholder,"covers/2015_Doa_Jausyan_Shaghir_(Doa_Yastasir_Doa_Simat,_Doa_Masylul,_Doa_Adilah,_Ziarah_Jami_Al_Kabir)_PLACEHOLDER.jpg"
216,"Doa Nudbah, Doa Ahd, Doa Faraj(Keluasan), Doa Ziarah & Doa Untuk Kegaiban Imam Mahdi",Tim Zahra/Yudi,Zahra Publishing House,2015,"[""Indonesian""]",placeholder,"covers/2015_Doa_Nudbah,_Doa_Ahd,_Doa_Faraj(Keluasan),_Doa_Ziarah_&_Doa_Untuk_Kegaiban_Imam_Mahdi_PLACEHOLDER.jpg"
217,The Mammoth Book Of Best New Erotica 11,Mazim Jakubowski,Running Press Book Publishers,2015,"[""English""]",placeholder,covers/2015_The_Mammoth_Book_Of_Best_New_Erotica_11_PLACEHOLDER.jpg
218,"Nazi Goreng: Young Malay, Fanatic, Skinheads",Marco Ferrarese,Monsoon Books Ptd. Ltd.,2015,"[""English""]",placeholder,"covers/2015_Nazi_Goreng_Young_Malay,_Fanatic,_Skinheads_PLACEHOLDER.jpg"
219,Teacher's And Parent's Guide (Pre-School Level),Institutes Department Of Curriculum Studies,Islamic Publications Limited For The Institute Of Ismaili Studies,2015,"[""English""]",placeholder,covers/2015_Teacher's_And_Parent's_Guide_(Pre-School_Level)_PLACEHOLDER.jpg
220,Mawlana Ali Peace Be On Him,Institutes Department Of Curriculum Studies,Islamic Publications Limited For The Institute Of Ismaili Studies,2015,"[""English""]",placeholder,covers/2015_Mawlana_Ali_Peace_Be_On_Him_PLACEHOLDER.jpg
221,Mawlana Hazir Imam,Institutes Department Of Curriculum Studies,Islamic Publications Limited For The Institute Of Ismaili Studies,2015,"[""English""]",placeholder,covers/2015_Mawlana_Hazir_Imam_PLACEHOLDER.jpg
222,Ya Ali Madad,Institutes Department Of Curriculum Studies,Islamic Publications Limited For The Institute Of Ismaili Studies,2015,"[""English""]",placeholder,covers/2015_Ya_Ali_Madad_PLACEHOLDER.jpg
223,Psiko,Ehsan El Bakri,Lejen Press,2015,"[""Malay""]",placeholder,covers/2015_Psiko_PLACEHOLDER.jpg
224,Hadits Pilihan Shahih Bukhari,Ust. Labib Mz,Bintang Usaha Jaya,2015,"[""Indonesian""]",placeholder,covers/2015_Hadits_Pilihan_Shahih_Bukhari_PLACEHOLDER.jpg
225,Perukonan Romanise,Norain H. Muhammad,H. Hashim Bin H. Abdullah,2015,"[""Malay""]",placeholder,covers/2015_Perukonan_Romanise_PLACEHOLDER.jpg
226,Siri Pahlawan Islam Bilal Bin Rabah,Mohamad Fadhil Umar,Buku Prima Sdn. Bhd.,2015,"[""Malay""]",placeholder,covers/2015_Siri_Pahlawan_Islam_Bilal_Bin_Rabah_PLACEHOLDER.jpg
227,"Apa-Apa Pakaian Berwarna Kuning Dan Yang Mengandungi Perkataan ""Bersih 4"" Dan Apa-Apa Bahan Bercetak Lain Dan Risalah Yang Mendorong Kepada Perhimpunan Bersih 4",,,2015,,placeholder,covers/2015_Apa-Apa_Pakaian_Berwarna_Kuning_Dan_Yang_Mengandungi_Perkataan_Bersih_4_Dan_Apa-Apa_Bahan_Bercetak_L_PLACEHOLDER.jpg
228,Warisan Ilmu Tok Kenali Kelantan: Mengenal Diri,Mohd Yusof Cik Wook,Tujuh Likur Enterprise,2015,"[""Malay""]",placeholder,covers/2015_Warisan_Ilmu_Tok_Kenali_Kelantan_Mengenal_Diri_PLACEHOLDER.jpg
229,Warisan Ilmu Tok Kenali Kelantan: Mati Sebelum Mati,Mohd Yusof Cik Wook / Hj. Shaari Bin Hj. Mohd Yusof,Tujuh Likur Enterprise,2015,"[""Malay""]",placeholder,covers/2015_Warisan_Ilmu_Tok_Kenali_Kelantan_Mati_Sebelum_Mati_PLACEHOLDER.jpg
230,Warisan Ilmu Tok Kenali Kelantan: 7 Petala Langit Dan 7 Petala Bumi,Mohd Yusof Cik Wook / Hj. Shaari Bin Hj. Mohd Yusof,Tujuh Likur Enterprise,2015,"[""Malay""]",placeholder,covers/2015_Warisan_Ilmu_Tok_Kenali_Kelantan_7_Petala_Langit_Dan_7_Petala_Bumi_PLACEHOLDER.jpg
231,Warisan Ilmu Tok Kenali Kelantan: Mengenal Allah,Mohd Yusof Cik Wook,Tujuh Likur Enterprise,2015,"[""Malay""]",placeholder,covers/2015_Warisan_Ilmu_Tok_Kenali_Kelantan_Mengenal_Allah_PLACEHOLDER.jpg
232,Pusaka Ilmu Tok Kenali Mengenal Allah (Tok Kenali Kelantan),Mohd Yusof Cik Wook,Tujuh Likur Enterprise,2015,"[""Malay""]",placeholder,covers/2015_Pusaka_Ilmu_Tok_Kenali_Mengenal_Allah_(Tok_Kenali_Kelantan)_PLACEHOLDER.jpg
233,Pusaka Ilmu Tok Kenali Mengenal Diri (Tok Kenali Kelantan),Mohd Yusof Cik Wook,Tujuh Likur Enterprise,2015,"[""Malay""]",placeholder,covers/2015_Pusaka_Ilmu_Tok_Kenali_Mengenal_Diri_(Tok_Kenali_Kelantan)_PLACEHOLDER.jpg
234,Warisan Ilmu Tok Kenali Kelantan: Cahaya Di Atas Cahaya,Mohd Yusof Cik Wook / Hj. Shaari Bin Hj. Mohd Yusof,Tujuh Likur Enterprise,2015,,placeholder,covers/2015_Warisan_Ilmu_Tok_Kenali_Kelantan_Cahaya_Di_Atas_Cahaya_PLACEHOLDER.jpg
